uid,namedLocation,domainID,siteID,plotID,setDate,collectDate,eventID,processingDate,massSampleIDList,massSampleMixtureID,cnSampleID,cnSampleCode,ligninSampleID,ligninSampleBarcode,archiveSampleID,archiveSampleBarcode,bgcArchiveMass,toxicodendronPossible,remarks,processedBy
"d721d04e-b590-4ef0-a1dc-13eb405a3c9d","BART_072.basePlot.ltr","D01","BART","BART_072","2016-09-20","2016-10-11",,"2016-11-17","NEON.LTR.BART072567.20161011.NDL|NEON.LTR.BART072162.20161011.NDL","NEON.LTR.BART072.20161011.NDL","NEON.LTR.BART072.20161011.NDL.CN",,"NEON.LTR.BART072.20161011.NDL.LIG",,,,,,,"mday@field-ops.org"
"7d02bcc0-303c-4eb5-9f88-7b31ae6c3382","BART_036.basePlot.ltr","D01","BART","BART_036","2016-09-20","2016-10-11",,"2016-11-17","NEON.LTR.BART036151.20161011.NDL|NEON.LTR.BART036925.20161011.NDL","NEON.LTR.BART036.20161011.NDL","NEON.LTR.BART036.20161011.NDL.CN",,,,,,,,,"mday@field-ops.org"
"ef27daf8-5f1e-4770-884a-c21b75643294","BART_037.basePlot.ltr","D01","BART","BART_037","2016-09-20","2016-10-11",,"2016-11-17","NEON.LTR.BART037884.20161011.LVS|NEON.LTR.BART037158.20161011.LVS","NEON.LTR.BART037.20161011.LVS","NEON.LTR.BART037.20161011.LVS.CN",,,,"NEON.LTR.BART037.20161011.LVS.AR","A00000368132",,,,"mday@field-ops.org"
"25cbfe4a-30e0-474d-9af8-75e82f21d533","BART_037.basePlot.ltr","D01","BART","BART_037","2016-09-20","2016-10-11",,"2016-11-17","NEON.LTR.BART037158.20161011.NDL|NEON.LTR.BART037884.20161011.NDL","NEON.LTR.BART037.20161011.NDL","NEON.LTR.BART037.20161011.NDL.CN",,,,,,,,,"mday@field-ops.org"
"22fea348-1850-472f-883b-b5ba378d9787","BART_042.basePlot.ltr","D01","BART","BART_042","2016-09-20","2016-10-11",,"2016-11-17","NEON.LTR.BART042587.20161011.LVS|NEON.LTR.BART042935.20161011.LVS","NEON.LTR.BART042.20161011.LVS","NEON.LTR.BART042.20161011.LVS.CN",,,,"NEON.LTR.BART042.20161011.LVS.AR","A00000368126",,,,"mday@field-ops.org"
"5f71e87e-fbe4-45a9-a53c-d908789f46f9","BART_050.basePlot.ltr","D01","BART","BART_050","2016-09-20","2016-10-11",,"2016-11-17","NEON.LTR.BART050808.20161011.NDL|NEON.LTR.BART050046.20161011.NDL","NEON.LTR.BART050.20161011.NDL","NEON.LTR.BART050.20161011.NDL.CN",,,,"NEON.LTR.BART050.20161011.NDL.AR","A00000368120",,,,"mday@field-ops.org"
"0e9be70d-ee7d-45b4-a7e1-c26d2fde486e","BART_050.basePlot.ltr","D01","BART","BART_050","2016-09-20","2016-10-11",,"2016-11-17","NEON.LTR.BART050046.20161011.LVS|NEON.LTR.BART050808.20161011.LVS","NEON.LTR.BART050.20161011.LVS","NEON.LTR.BART050.20161011.LVS.CN",,,,"NEON.LTR.BART050.20161011.LVS.AR","A00000368121",,,,"mday@field-ops.org"
"1c25e36a-b762-41ef-9141-2674d3c6076a","BART_074.basePlot.ltr","D01","BART","BART_074","2016-09-20","2016-10-11",,"2016-11-17","NEON.LTR.BART074555.20161011.NDL|NEON.LTR.BART074942.20161011.NDL","NEON.LTR.BART074.20161011.NDL","NEON.LTR.BART074.20161011.NDL.CN",,,,"NEON.LTR.BART074.20161011.NDL.AR","A00000368111",,,,"mday@field-ops.org"
"eed44119-9927-4be1-a2ad-71ba38beb3c2","BART_075.basePlot.ltr","D01","BART","BART_075","2016-09-20","2016-10-11",,"2016-11-17","NEON.LTR.BART075389.20161011.NDL|NEON.LTR.BART075819.20161011.NDL","NEON.LTR.BART075.20161011.NDL","NEON.LTR.BART075.20161011.NDL.CN",,"NEON.LTR.BART075.20161011.NDL.LIG",,,,,,,"mday@field-ops.org"
"018b4572-7141-493b-9ea6-20131965fb9b","BART_036.basePlot.ltr","D01","BART","BART_036","2016-09-20","2016-10-11",,"2016-11-17","NEON.LTR.BART036151.20161011.LVS|NEON.LTR.BART036925.20161011.LVS","NEON.LTR.BART036.20161011.LVS","NEON.LTR.BART036.20161011.LVS.CN",,,,"NEON.LTR.BART036.20161011.LVS.AR","A00000368133",,,,"mday@field-ops.org"
"22d9bc83-5137-4fd4-8f4b-8c9c00bd4ba6","BART_046.basePlot.ltr","D01","BART","BART_046","2016-09-20","2016-10-11",,"2016-11-16","NEON.LTR.BART046687.20161011.NDL","NEON.LTR.BART046.20161011.NDL","NEON.LTR.BART046.20161011.NDL.CN",,,,,,,,,"mday@field-ops.org"
